UV,UV,UV
0.030000,,
0.040000,,
0.020000,,
0.020000,,
0.100000,,
0.080000,,
0.020000,,
0.020000,,
0.030000,,
0.040000,,
0.050000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.020000,,
0.010000,,
0.030000,,
0.030000,,
0.060000,,
0.010000,,
0.020000,,
0.060000,,
0.020000,,
0.030000,,
0.040000,,
0.010000,,
0.009839,,
0.580000,,
0.010000,,
0.020000,,
0.040000,,
0.020000,,
0.030000,,
0.050000,,
0.020000,,
0.030000,,
0.010000,,
0.020000,,
0.030000,,
0.030000,,
0.008609,,
0.030000,,
0.020000,,
0.030000,,
0.008609,,
0.010000,,
0.040000,,
0.020000,,
0.150000,,
0.020000,,
0.040000,,
0.010000,,
0.030000,,
0.060000,,
0.080000,,
0.020000,,
0.030000,,
0.010000,,
0.030000,,
0.120000,,
0.010000,,
0.040000,,
0.010000,,
0.040000,,
0.020000,,
0.030000,,
0.010000,,
0.009839,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.090000,,
0.010000,,
0.010000,,
0.040000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.009839,,
0.030000,,
0.050000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.009839,,
0.090000,,
0.020000,,
0.007379,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.030000,,
0.020000,,
0.030000,,
0.020000,,
0.010000,,
0.010000,,
0.050000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.040000,,
0.040000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.009839,,
0.090000,,
0.009839,,
0.090000,,
0.040000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.008609,,
0.070000,,
0.160000,,
0.020000,,
0.008728,,
0.040000,,
0.020000,,
0.010000,,
0.010000,,
0.008728,,
0.008105,,
0.020000,,
0.009352,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.009352,,
0.020000,,
0.010000,,
0.020000,,
0.009352,,
0.010000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.008728,,
0.020000,,
0.030000,,
0.020000,,
0.030000,,
0.010000,,
0.020000,,
0.007481,,
0.008728,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.009975,,
0.020000,,
0.010000,,
0.030000,,
0.010000,,
0.030000,,
0.010000,,
0.030000,,
0.007481,,
0.010000,,
0.030000,,
0.030000,,
0.010000,,
0.020000,,
0.008728,,
0.050000,,
0.040000,,
0.009975,,
0.030000,,
0.030000,,
0.060000,,
0.010000,,
0.040000,,
0.008105,,
0.010000,,
0.330000,,
0.040000,,
0.020000,,
0.040000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.010000,,
0.080000,,
0.080000,,
0.020000,,
0.009975,,
0.010000,,
0.040000,,
0.050000,,
0.020000,,
0.070000,,
0.020000,,
0.030000,,
0.080000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.010000,,
0.090000,,
0.040000,,
0.008105,,
0.020000,,
0.006858,,
0.020000,,
0.020000,,
0.040000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.030000,,
0.020000,,
0.010000,,
0.050000,,
0.030000,,
0.030000,,
0.010000,,
0.010000,,
0.050000,,
0.030000,,
0.009352,,
0.060000,,
0.030000,,
0.020000,,
0.020000,,
0.040000,,
0.009975,,
0.009352,,
0.040000,,
0.009975,,
0.009975,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.010000,,
0.007481,,
0.020000,,
0.020000,,
0.040000,,
0.008105,,
0.040000,,
0.020000,,
0.040000,,
0.010000,,
0.030000,,
0.010000,,
0.008728,,
0.009975,,
0.020000,,
0.060000,,
0.110000,,
0.030000,,
0.007481,,
0.020000,,
0.009352,,
0.020000,,
0.007481,,
0.020000,,
0.009352,,
0.008728,,
0.009975,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.020000,,
0.009975,,
0.007481,,
0.030000,,
0.020000,,
0.040000,,
0.030000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.009352,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.060000,,
0.030000,,
0.010000,,
0.010000,,
0.008105,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.110000,,
0.010000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.020000,,
0.009975,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.007481,,
0.020000,,
0.030000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.008105,,
0.010000,,
0.008728,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.006858,,
0.010000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.008303,,
0.010000,,
0.020000,,
0.010000,,
0.030000,,
0.010000,,
0.030000,,
0.007984,,
0.020000,,
0.030000,,
0.020000,,
0.030000,,
0.060000,,
0.040000,,
0.030000,,
0.030000,,
0.060000,,
0.040000,,
0.009581,,
0.010000,,
0.007984,,
0.040000,,
0.010000,,
0.050000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.050000,,
0.030000,,
0.030000,,
0.010000,,
0.010000,,
0.080000,,
0.020000,,
0.080000,,
0.010000,,
0.010000,,
0.040000,,
0.007984,,
0.050000,,
0.020000,,
0.070000,,
0.020000,,
0.080000,,
0.030000,,
0.020000,,
0.020000,,
0.100000,,
0.010000,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.010000,,
0.020000,,
0.050000,,
0.030000,,
0.020000,,
0.010000,,
0.050000,,
0.010000,,
0.030000,,
0.010000,,
0.060000,,
0.020000,,
0.030000,,
0.020000,,
0.040000,,
0.010000,,
0.040000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.040000,,
0.008303,,
0.010000,,
0.008942,,
0.010000,,
0.009261,,
0.020000,,
0.050000,,
0.020000,,
0.040000,,
0.009261,,
0.030000,,
0.007665,,
0.009261,,
0.110000,,
0.009900,,
0.060000,,
0.030000,,
0.020000,,
0.010000,,
0.008303,,
0.020000,,
0.009900,,
0.020000,,
0.009900,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.020000,,
0.040000,,
0.030000,,
0.030000,,
0.020000,,
0.007026,,
0.010000,,
0.010000,,
0.010000,,
0.050000,,
0.050000,,
0.040000,,
0.020000,,
0.040000,,
0.020000,,
0.009839,,
0.040000,,
0.010000,,
0.009839,,
0.030000,,
0.010000,,
0.020000,,
0.040000,,
0.070000,,
0.010000,,
0.030000,,
0.050000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.130000,,
0.020000,,
0.040000,,
0.020000,,
0.030000,,
0.020000,,
0.050000,,
0.120000,,
0.009839,,
0.020000,,
0.060000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.008609,,
0.150000,,
0.040000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.030000,,
0.040000,,
0.009839,,
0.030000,,
0.040000,,
0.050000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.100000,,
0.010000,,
0.050000,,
0.020000,,
0.040000,,
0.030000,,
0.010000,,
0.030000,,
0.020000,,
0.030000,,
0.050000,,
0.030000,,
0.050000,,
0.050000,,
0.020000,,
0.040000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.008609,,
0.020000,,
0.070000,,
0.070000,,
0.009839,,
0.010000,,
0.010000,,
0.020000,,
0.008609,,
0.150000,,
0.030000,,
0.030000,,
0.060000,,
0.010000,,
0.020000,,
0.030000,,
0.060000,,
0.030000,,
0.020000,,
0.050000,,
0.030000,,
0.040000,,
0.030000,,
0.020000,,
0.030000,,
0.030000,,
0.020000,,
0.010000,,
0.050000,,
0.050000,,
0.020000,,
0.008609,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.030000,,
0.020000,,
0.010000,,
0.050000,,
0.010000,,
0.130000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.090000,,
0.020000,,
0.010000,,
0.010000,,
0.030000,,
0.020000,,
0.040000,,
0.030000,,
0.008609,,
0.050000,,
0.040000,,
0.030000,,
0.010000,,
0.020000,,
0.010000,,
0.030000,,
0.030000,,
0.020000,,
0.120000,,
0.070000,,
0.009839,,
0.008609,,
0.020000,,
0.030000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.010000,,
0.009839,,
0.030000,,
0.020000,,
0.030000,,
0.009839,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.040000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.070000,,
0.040000,,
0.050000,,
0.020000,,
0.009839,,
0.020000,,
0.010000,,
0.030000,,
0.050000,,
0.010000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.040000,,
0.050000,,
0.020000,,
0.010000,,
0.020000,,
0.040000,,
0.030000,,
0.030000,,
0.020000,,
0.010000,,
0.030000,,
0.030000,,
0.040000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.008609,,
0.040000,,
0.160000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.030000,,
0.030000,,
0.050000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.009839,,
0.090000,,
0.020000,,
0.110000,,
0.010000,,
0.007379,,
0.070000,,
0.040000,,
0.090000,,
0.020000,,
0.110000,,
0.030000,,
0.050000,,
0.040000,,
0.030000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.009839,,
0.010000,,
0.020000,,
0.040000,,
0.040000,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.030000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.030000,,
0.020000,,
0.030000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.060000,,
0.030000,,
0.010000,,
0.020000,,
0.009839,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.030000,,
0.050000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.040000,,
0.060000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.070000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.040000,,
0.010000,,
0.020000,,
0.030000,,
0.030000,,
0.030000,,
0.020000,,
0.008609,,
0.020000,,
0.020000,,
0.030000,,
0.040000,,
0.008609,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.040000,,
0.007379,,
0.040000,,
0.060000,,
0.020000,,
0.020000,,
0.200000,,
0.020000,,
0.008609,,
0.040000,,
0.030000,,
0.009839,,
0.020000,,
0.007379,,
0.020000,,
0.007379,,
0.020000,,
0.030000,,
0.010000,,
0.040000,,
0.010000,,
0.030000,,
0.040000,,
0.090000,,
0.030000,,
0.010000,,
0.050000,,
0.050000,,
0.030000,,
0.060000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.007379,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.040000,,
0.030000,,
0.009839,,
0.009839,,
0.020000,,
0.060000,,
0.010000,,
0.030000,,
0.030000,,
0.010000,,
0.020000,,
0.009839,,
0.010000,,
0.060000,,
0.020000,,
0.020000,,
0.020000,,
0.009839,,
0.020000,,
0.040000,,
0.020000,,
0.030000,,
0.020000,,
0.070000,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.010000,,
0.008609,,
0.020000,,
0.010000,,
0.010000,,
0.030000,,
0.010000,,
0.009839,,
0.020000,,
0.010000,,
0.140000,,
0.020000,,
0.070000,,
0.010000,,
0.020000,,
0.020000,,
0.008609,,
0.020000,,
0.020000,,
0.010000,,
0.040000,,
0.170000,,
0.040000,,
0.020000,,
0.007379,,
0.210000,,
0.008609,,
0.080000,,
0.020000,,
0.010000,,
0.030000,,
0.010000,,
0.010000,,
0.009839,,
0.008609,,
0.020000,,
0.020000,,
0.010000,,
0.009839,,
0.010000,,
0.010000,,
0.008609,,
0.020000,,
0.010000,,
0.008609,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.070000,,
0.020000,,
0.050000,,
0.020000,,
0.020000,,
0.010000,,
0.009839,,
0.020000,,
0.020000,,
0.020000,,
0.050000,,
0.210000,,
0.020000,,
0.007379,,
0.020000,,
0.030000,,
0.070000,,
0.020000,,
0.030000,,
0.030000,,
0.020000,,
0.009839,,
0.020000,,
0.020000,,
0.030000,,
0.110000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.008609,,
0.030000,,
0.020000,,
0.008609,,
0.010000,,
0.030000,,
0.030000,,
0.009839,,
0.350000,,
0.020000,,
0.020000,,
0.020000,,
0.009839,,
0.009839,,
0.030000,,
0.020000,,
0.010000,,
0.030000,,
0.040000,,
0.030000,,
0.050000,,
0.010000,,
0.030000,,
0.008609,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.050000,,
0.030000,,
0.010000,,
0.010000,,
0.020000,,
0.009839,,
0.030000,,
0.010000,,
0.040000,,
0.010000,,
0.020000,,
0.080000,,
0.030000,,
0.020000,,
0.009839,,
0.020000,,
0.050000,,
0.020000,,
0.030000,,
0.090000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.010000,,
0.010000,,
0.090000,,
0.020000,,
0.007379,,
0.020000,,
0.020000,,
0.100000,,
0.020000,,
0.008609,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.090000,,
0.020000,,
0.040000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.009839,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.030000,,
0.020000,,
0.040000,,
0.030000,,
0.010000,,
0.010000,,
0.080000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.030000,,
0.030000,,
0.020000,,
0.009839,,
0.007379,,
0.050000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.010000,,
0.060000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.009839,,
0.010000,,
0.009839,,
0.020000,,
0.570000,,
0.010000,,
0.020000,,
0.050000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.040000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.040000,,
0.030000,,
0.050000,,
0.010000,,
0.020000,,
0.040000,,
0.010000,,
0.030000,,
0.008609,,
0.020000,,
0.010000,,
0.040000,,
0.020000,,
0.007379,,
0.010000,,
0.010000,,
0.040000,,
0.150000,,
0.030000,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.030000,,
0.090000,,
0.100000,,
0.030000,,
0.007379,,
0.040000,,
0.009839,,
0.009839,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.120000,,
0.020000,,
0.030000,,
0.008609,,
0.040000,,
0.010000,,
0.009839,,
0.020000,,
0.008609,,
0.010000,,
0.010000,,
0.010000,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.040000,,
0.010000,,
0.050000,,
0.040000,,
0.010000,,
0.030000,,
0.020000,,
0.008609,,
0.020000,,
0.010000,,
0.008609,,
0.030000,,
0.030000,,
0.030000,,
0.030000,,
0.020000,,
0.020000,,
0.009839,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.009839,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.010000,,
0.040000,,
0.020000,,
0.020000,,
0.030000,,
0.030000,,
0.030000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.030000,,
0.030000,,
0.040000,,
0.008609,,
0.020000,,
0.020000,,
0.040000,,
0.040000,,
0.200000,,
0.050000,,
0.020000,,
0.090000,,
0.008609,,
0.040000,,
0.020000,,
0.030000,,
0.050000,,
0.040000,,
0.020000,,
0.050000,,
0.040000,,
0.040000,,
0.040000,,
0.008609,,
0.030000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.060000,,
0.030000,,
0.030000,,
0.060000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.040000,,
0.070000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.030000,,
0.150000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.170000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.008609,,
0.030000,,
0.009839,,
0.010000,,
0.010000,,
0.090000,,
0.009839,,
0.010000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.009839,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.009839,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.070000,,
0.030000,,
0.009839,,
0.010000,,
0.010000,,
0.007379,,
0.008609,,
0.020000,,
0.020000,,
0.050000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.050000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.070000,,
0.020000,,
0.020000,,
0.210000,,
0.030000,,
0.030000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.110000,,
0.030000,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.009839,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.010000,,
0.030000,,
0.009839,,
0.010000,,
0.020000,,
0.020000,,
0.008609,,
0.020000,,
0.020000,,
0.009839,,
0.010000,,
0.030000,,
0.050000,,
0.270000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.008609,,
0.030000,,
0.009839,,
0.030000,,
0.020000,,
0.010000,,
0.030000,,
0.030000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.080000,,
0.030000,,
0.490000,,
0.030000,,
0.009839,,
0.030000,,
0.020000,,
0.030000,,
0.010000,,
0.020000,,
0.400000,,
0.010000,,
0.020000,,
0.030000,,
0.040000,,
0.080000,,
0.020000,,
0.020000,,
0.009839,,
0.070000,,
0.030000,,
0.020000,,
0.010000,,
0.020000,,
0.008609,,
0.007379,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.010000,,
0.060000,,
0.040000,,
0.030000,,
0.020000,,
0.030000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.090000,,
0.020000,,
0.040000,,
0.020000,,
0.010000,,
0.040000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.090000,,
0.030000,,
0.030000,,
0.010000,,
0.020000,,
0.010000,,
0.040000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.008609,,
0.030000,,
0.030000,,
0.008609,,
0.080000,,
0.050000,,
0.020000,,
0.040000,,
0.009839,,
0.050000,,
0.010000,,
0.020000,,
0.040000,,
0.020000,,
0.550000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.007379,,
0.030000,,
0.030000,,
0.030000,,
0.140000,,
0.040000,,
0.010000,,
0.008609,,
0.020000,,
0.080000,,
0.030000,,
0.060000,,
0.020000,,
0.110000,,
0.010000,,
0.040000,,
0.020000,,
0.008609,,
0.030000,,
0.020000,,
0.030000,,
0.090000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.010000,,
0.010000,,
0.008609,,
0.010000,,
0.010000,,
0.090000,,
0.020000,,
0.020000,,
0.030000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.040000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.090000,,
0.010000,,
0.080000,,
0.030000,,
0.010000,,
0.120000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.008728,,
0.008728,,
0.010000,,
0.010000,,
0.050000,,
0.020000,,
0.050000,,
0.030000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.040000,,
0.010000,,
0.020000,,
0.007481,,
0.040000,,
0.030000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.030000,,
0.040000,,
0.020000,,
0.010000,,
0.010000,,
0.080000,,
0.030000,,
0.008105,,
0.030000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.040000,,
0.060000,,
0.030000,,
0.020000,,
0.008728,,
0.560000,,
0.010000,,
0.030000,,
0.020000,,
0.040000,,
0.010000,,
0.040000,,
0.009352,,
0.030000,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.009352,,
0.010000,,
0.009352,,
0.020000,,
0.010000,,
0.030000,,
0.040000,,
0.020000,,
0.008105,,
0.008728,,
0.010000,,
0.040000,,
0.010000,,
0.150000,,
0.040000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.009352,,
0.090000,,
0.010000,,
0.060000,,
0.009352,,
0.040000,,
0.020000,,
0.120000,,
0.040000,,
0.040000,,
0.020000,,
0.030000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.100000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.009975,,
0.020000,,
0.030000,,
0.030000,,
0.040000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.009352,,
0.009975,,
0.020000,,
0.100000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.009975,,
0.020000,,
0.020000,,
0.040000,,
0.500000,,
0.030000,,
0.010000,,
0.030000,,
0.410000,,
0.020000,,
0.090000,,
0.007481,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.010000,,
0.030000,,
0.020000,,
0.008728,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.009352,,
0.040000,,
0.010000,,
0.040000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.030000,,
0.030000,,
0.020000,,
0.030000,,
0.008728,,
0.020000,,
0.010000,,
0.008728,,
0.010000,,
0.040000,,
0.010000,,
0.030000,,
0.080000,,
0.030000,,
0.030000,,
0.040000,,
0.008728,,
0.060000,,
0.030000,,
0.010000,,
0.010000,,
0.080000,,
0.010000,,
0.008609,,
0.080000,,
0.080000,,
0.007379,,
0.020000,,
0.050000,,
0.020000,,
0.030000,,
0.030000,,
0.010000,,
0.010000,,
0.007379,,
0.010000,,
0.130000,,
0.010000,,
0.100000,,
0.020000,,
0.040000,,
0.110000,,
0.040000,,
0.020000,,
0.060000,,
0.080000,,
0.020000,,
0.050000,,
0.050000,,
0.050000,,
0.080000,,
0.020000,,
0.010000,,
0.030000,,
0.030000,,
0.030000,,
0.050000,,
0.020000,,
0.040000,,
0.010000,,
0.050000,,
0.050000,,
0.010000,,
0.050000,,
0.230000,,
0.050000,,
0.020000,,
0.170000,,
0.020000,,
0.110000,,
0.010000,,
0.020000,,
0.040000,,
0.030000,,
0.080000,,
0.040000,,
0.030000,,
0.008609,,
0.020000,,
0.040000,,
0.010000,,
0.070000,,
0.290000,,
0.060000,,
0.020000,,
0.010000,,
0.020000,,
0.130000,,
0.030000,,
0.030000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.009839,,
0.090000,,
0.030000,,
0.030000,,
0.080000,,
0.090000,,
0.090000,,
0.020000,,
0.040000,,
0.010000,,
0.020000,,
0.040000,,
0.010000,,
0.170000,,
0.030000,,
0.020000,,
0.090000,,
0.010000,,
0.020000,,
0.050000,,
0.030000,,
0.010000,,
0.050000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.010000,,
0.080000,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.020000,,
0.008609,,
0.020000,,
0.009839,,
0.020000,,
0.010000,,
0.350000,,
0.120000,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.008609,,
0.010000,,
0.090000,,
0.120000,,
0.030000,,
0.020000,,
0.080000,,
0.090000,,
0.020000,,
0.020000,,
0.300000,,
0.020000,,
0.040000,,
0.090000,,
0.020000,,
0.140000,,
0.050000,,
0.170000,,
0.020000,,
0.060000,,
0.030000,,
0.020000,,
0.080000,,
0.040000,,
0.010000,,
0.150000,,
0.070000,,
0.050000,,
0.050000,,
0.010000,,
0.060000,,
0.020000,,
0.040000,,
0.030000,,
0.130000,,
0.020000,,
0.110000,,
0.100000,,
0.040000,,
0.060000,,
0.030000,,
0.010000,,
0.040000,,
0.010000,,
0.070000,,
0.130000,,
0.020000,,
0.020000,,
0.020000,,
0.040000,,
0.030000,,
0.010000,,
0.030000,,
0.030000,,
0.040000,,
0.020000,,
0.010000,,
0.170000,,
0.030000,,
0.009839,,
0.040000,,
0.010000,,
0.090000,,
0.030000,,
0.030000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.060000,,
0.040000,,
0.020000,,
0.040000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.140000,,
0.030000,,
0.010000,,
0.020000,,
0.009839,,
0.050000,,
0.020000,,
0.030000,,
0.250000,,
0.009839,,
0.009839,,
0.020000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.170000,,
0.040000,,
0.010000,,
0.020000,,
0.009839,,
0.020000,,
0.030000,,
0.020000,,
0.050000,,
0.020000,,
0.050000,,
0.060000,,
0.010000,,
